news_ID,hyperlink,content,name
11,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=sii&i=50&h500=%A4%57%BA%D6%A5%FE%B2%79&h501=6128&h502=20190823&h503=83355&h504=%B8%C9%A4%BD%A7%69-%A5%4E%AD%AB%AD%6E%A4%6C%A4%BD%A5%71%A4%5B%BA%D6%BF%B3%B7%7E%AA%D1%A5%F7%A6%B3%AD%AD%A4%BD%A5%71%A4%BD%A7%69%0D%0A%B8%B3%A8%C6%AA%F8%A5%F4%B4%C1%A9%A1%BA%A1%C4%F2%A5%F4&h505=1&pgname=t05st02,上福全球公司當日重大訊息之詳細內容本資料由(上市公司)上福全球公司提供<BR>序號1發言日期108/08/23發言時間08:33:55發言人黃懷德發言人職稱執行副總發言人電話04-26393103主旨補公告-代重要子公司久福興業股份有限公司公告董事長任期屆滿續任符合條款第6款事實發生日107/09/211.董事會決議日期或發生變動日期:107/09/212.人員別（請輸入董事長或總經理）:董事長3.舊任者姓名及簡歷:上福全球科技(股)公司代表人：王瑞宏 ### 省略內文 ### 簡歷：上福全球科技(股)公司董事長5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、「退休」、「逝世」或「新任」）:任期屆滿6.異動原因:任期屆滿7.新任生效日期:107/09/218.其他應敘明事項:無,[]
12,https://www.hk01.com/社會新聞/383851/逃犯條例-建造業議會指立法會積壓700億工程撥款-冀加快審批,反修例風波持續 ### 省略內文 ### 亦憂慮前景。建造業議會促請立法會加快通過工務工程項目撥款。(陳淑霞攝）建造業人手短缺黃偉綸冀推動科技應用吸引年輕人才入行建造業議會工人註冊系統故障報道指系統被入侵涉40萬工人資料,[]
13,https://www.chinatimes.com/newspapers/20191223000387-260208,2020貿易戰降溫 ### 省略內文 ### 配發順序優於普通股。,[]
14,https://www.wealth.com.tw/home/articles/22906,▲（圖／彭世杰攝）店面「遍地插秧」！陷入「賣不動 ### 省略內文 ### 因此日常開支總是能省則省。這也就最根本的商鋪「關門」的原因。（本文由「胡偉良博士」授權提供）,[]
15,https://udn.com/news/story/7321/3845624,台北地院審理生產東亞燈具的上市公司中國電器掏空案 ### 省略內文 ### 掏空公司資產2億3000萬元。,"['周麗真', '張志偉', '陳逢璿']"
16,https://m.ctee.com.tw/livenews/ch/chinatimes/20191230002425-260405,foodpanda爭議不斷 ### 省略內文 ### 協助員工進行勞資爭議申請與調解。,[]
17,https://news.cnyes.com/news/id/4361455,0台股台股盤勢【倫元投顧】碎步盤堅到月底Fed降息前後倫元投顧※來源：倫元投顧2019/07/24 17:20facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0◆盤勢分析<BR>11000點近關情怯 ### 省略內文 ### 本公司不負盈虧責任,[]
18,https://news.ebc.net.tw/News/Article/162125,自稱房產幽默大師的王派宏 ### 省略內文 ### 能夠盡早面對。,['王派宏']
19,https://www.mirrormedia.mg/story/20191219fin001/,2019.12.19 04:34【如興遭檢舉1】牛仔褲大廠小股東控訴如興股價被干擾害他慘套牢文｜劉曉霞攝影｜劉曉霞全文朗讀00:00 / 00:00如興小股東顧先生股票慘遭套牢 ### 省略內文 ### 尊重小股東權益。更新時間｜2019.12.19 04:34,[]
20,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191005/s00001/1570236315969/%e5%a4%a9%e6%99%b4%e4%b9%be%e7%87%a5-%e6%9c%80%e9%ab%98%e6%b0%a3%e6%ba%ab32%e5%ba%a6,(08:32) prevnext上午8時天文台錄得氣溫27度 ### 省略內文 ### 天氣稍涼。,[]
21,https://www.chinatimes.com/newspapers/20190809000478-260208,世界大學排名中心（CWUR）日前公布2019～2020年全球前二千大高等學府排名 ### 省略內文 ### 以強化國際競爭力。,[]
22,https://www.bnext.com.tw/article/54860/tappay-crosssite-fintech,在2017年被KPMG選為全球百大FinTech的TapPay ### 省略內文 ### 並結合AI與大數據分析用戶消費習慣。責任編輯：蕭閔云,[]
23,http://news.ltn.com.tw/news/society/breakingnews/2920533,52歲吳姓男子因裝潢施工問題與鄰居相處不睦 ### 省略內文 ### 可上訴。<BR>吳男揹著農藥桶噴霧桶噴鄰居。示意圖。（資料照）,[]
24,https://udn.com/news/story/6809/4188069,中國國家主席習近平正面臨遍地烽火之兆：澳洲有名叛逃的大陸間諜 ### 省略內文 ### 他們似乎格外無力對既定計畫進行任何調整。」,[]
25,https://m.ctee.com.tw/livenews/ch/chinatimes/20191114006239-260405,108年度新北市政府公共工程優質獎於昨（13日）頒獎 ### 省略內文 ### 榮獲優質獎殊榮。,[]
26,https://m.ctee.com.tw/livenews/kj/ctee/a90602002019102809504137,美光科技（Micron）發表業界首創安全即服務平台（Security-as-a-Service Platform） ### 省略內文 ### 整個生命周期內都獲得保護。,[]
27,https://news.cnyes.com/news/id/4370029,0台股台股盤勢【倫元投顧】短期區間震盪、電子股相對強倫元投顧※來源：倫元投顧2019/08/21 17:39facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0◆盤勢分析<BR>雖然昨晚美股大跌 ### 省略內文 ### 本公司不負盈虧責任,[]
28,http://finance.technews.tw/2019/07/09/huawei-os-information-security/,雖然 ### 省略內文 ### 時時更新科技新報粉絲團訂閱免費電子報,[]
29,https://news.cnyes.com/news/id/4375456,0鉅亨新視界【馮冠華專欄】美國國會復會將是重要拐點馮冠華2019/09/03 08:18facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0美國國會復會將是重要拐點。(圖:AFP)9月3日推介-龍源電力（916）<BR>1）上日港股市況總結：恆指週一小幅下跌 ### 省略內文 ### <BR>請見香港鉅亨證券：https://www.anuesec.com/zh-HK/<BR>,[]
30,https://www.hk01.com/社會新聞/396200/墮樓科大生-交通消息-多區堵路-沙田站關閉-九巴9線停,22歲科大生周梓樂在本月4日將軍澳衝突期間 ### 省略內文 ### 輕鐵路線610、614、615、751、761P現時維持15至20分鐘一班。,[]
31,https://www.mirrormedia.mg/story/20191003fin007/,2019.10.09 22:05【理科阿伯存股術3】萬點是進場時機？達人兩公式算股給你看文｜林宛萱全文朗讀00:00 / 00:00股素人曾為台積電苦守寒窯18年 ### 省略內文 ### 目前投資報酬率也有約三成。」更新時間｜2019.10.07 01:37,[]
32,https://m.ctee.com.tw/livenews/ch/chinatimes/20191106001924-260405,108課綱8月1日起實施 ### 省略內文 ### 看後續如何處理。,[]
33,"https://www.fsc.gov.tw/ch/home.jsp?id=96&parentpath=0,2&mcustomize=news_view.jsp&dataserno=201908130002&aplistdn=ou=news,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=News",元大商業銀行辦理資訊作業發生疏失 ### 省略內文 ### 請來信：本會民意信箱<BR>,[]
34,https://news.tvbs.com.tw/politics/1191254,印刷電路板（PCB）廠定穎擬出售桃園廠 ### 省略內文 ### 設有生產據點。（中央社）<BR>更新時間：2019/08/28 12:48,[]
35,https://www.chinatimes.com/realtimenews/20191118003307-260402,1名妙齡女子走斑馬線過馬路 ### 省略內文 ### 判處拘役50日。 ★請尊重身體自主權！請撥打113、110 (中時),[]
36,https://www.cw.com.tw/article/article.action?id=5096708,你的公司經常用「我們是一個大家庭」來對你情感勒索嗎？但聽到這樣的話 ### 省略內文 ### 對他們好到想要留下來！」,[]
37,https://www.chinatimes.com/realtimenews/20191024003852-260402,一名政治立場深藍、53歲李姓男子在臉書上公開轉貼一則訊息 ### 省略內文 ### 全案可上訴。 (中時),[]
38,https://news.ltn.com.tw/news/society/breakingnews/2938886,12年前爆發的花蓮縣壽豐鄉鯉魚潭風景區的「綠湖國際大飯店」開發弊案 ### 省略內文 ### 駁回上訴確定。,"['王桂霜', '李威儀', '藍秀琪']"
39,https://www.chinatimes.com/realtimenews/20190904004415-260402,1999年921大地震將屆滿20年 ### 省略內文 ### 珍惜生命。 (中時),[]
40,https://m.ctee.com.tw/livenews/aj/chinatimes/20191231001561-260410,1台積電(2330)：昨遭三大法人同步轉賣超計3947張 ### 省略內文 ### 站上24元。,[]
41,http://news.ltn.com.tw/news/society/breakingnews/2673439,〔記者楊國文／台北報導〕「台灣第一家」有限公司 ### 省略內文 ### 或追徵。,"['陳鏡如', '陳星佑']"
42,https://www.businesstoday.com.tw/article/category/80401/post/201910010012/,4年來 ### 省略內文 ### 投資人應自行承擔投資風險及投資結果。,[]
43,https://news.cnyes.com/news/id/4356165,0雜誌生技月將啟動生技股鉅亨台北資料中心※來源：萬寶週刊2019/07/11 11:59facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股葡萄王1707生達1720五鼎1733寶齡富錦1760中化生1762訊聯1784美時1795大學光3218太醫4126鐿鈦4163展旺4167達爾膚6523生展8279大江8436【撰文／朱成志】<BR>上期我寫的雙主流:「填息股及委屈股」方向不變 ### 省略內文 ### 參閱附表的兩檔股票對比表。<BR>來源：《萬寶週刊》 1341期<BR>更多精彩內容請至《萬寶週刊》,[]
44,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=otc&i=125&h1250=VHQ-KY&h1251=4803&h1252=20190717&h1253=154258&h1254=%A5%4E%A4%6C%A4%BD%A5%71VHQ+HONG+KONG+HOLDINGS+LIMITED%0D%0A%A8%CC%B8%EA%AA%F7%B6%55%BB%50%A4%CE%AD%49%AE%D1%AB%4F%C3%D2%B3%42%B2%7A%B7%C7%AB%68%B2%C4%A4%47%A4%51%A4%47%B1%F8%0D%0A%B2%C4%A4%40%B6%B5%B2%C4%A4%54%B4%DA%BF%EC%B2%7A%A4%BD%A7%69&h1255=1&pgname=t05st02,VHQ-KY公司當日重大訊息之詳細內容本資料由(上櫃公司)VHQ-KY公司提供<BR>序號1發言日期108/07/17發言時間15:42:58發言人劉國華發言人職稱董事長發言人電話26577886主旨代子公司VHQ HONG KONG HOLDINGS LIMITED依資金貸與及背書保證處理準則第二十二條第一項第三款辦理公告符合條款第23款事實發生日108/07/171.事實發生日:108/07/172.接受資金貸與之:(1)公司名稱:VHQ HONG KONG SEA LIMITED(2)與資金貸與他人公司之關係:本公司同一集團之子公司(3)資金貸與之限額(仟元):1312956(4)原資金貸與之餘額(仟元):452100(5)本次新增資金貸與之金額(仟元):155250(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是(7)迄事實發生日止資金貸與餘額(仟元):607350(8)本次新增資金貸與之原因:營運周轉3.接受資金貸與公司所提供擔保品之:(1)內容:無(2)價值(仟元):04.接受資金貸與公司最近期財務報表之:(1)資本(仟元):40(2)累積盈虧金額(仟元):7685.計息方式:0%6.還款之:(1)條件:無(2)日期:自借款日起三年 ### 省略內文 ### 資金貸與餘額占公開發行公司最近期財務報表淨值之比率:30.039.公司貸與他人資金之來源:子公司本身10.其他應敘明事項:無,[]
45,https://www.businesstoday.com.tw/article/category/80407/post/201911210030/,Barbie搭機出差 ### 省略內文 ### 用show即可。例：I have to use this phone to make a phone call to the person who will pick me up at the airport. Could you show me how to use it?我必須用這支電話打給要來機場接我的人。您可以教我怎麼操作嗎？ 三個月英文脫胎換骨的一對一：http://bit.ly/2JeMHI8,[]
46,http://domestic.judicial.gov.tw/abbs/wkw/WHD9HN03.jsp?crtid=CHD&filenm=68ADCBFE767075381693FB625BAFAE9387AB22CA4E56345D,例稿名稱：臺灣彰化地方法院公示催告公告發文日期：中華民國108年9月4日發文字號：彰院曜家健108年度司家催字第44號附件：主旨：公告本院108年度司家催字第44號公示催告事件裁定。依據：民法第1179條第1項第3款、家事事件法第137條、第138條、第139條準用第130條第3項至第5項。公告事項：一、本案聲請人為遺產管理人黃玉郎（住所：彰化縣線西鄉00村00路000號、處理遺產管理處所：彰化縣線西鄉00村00路000號）。二、本件係對被繼承人蔡得財（身分證統一編號N10****881、民國41年10月22日生、106年6月28日死亡、生前最後住所地：彰化縣和美鎮00路000巷00號）之債權人、受遺贈人為公示催告。三、被繼承人蔡得財之繼承人 ### 省略內文 ### 聲請人無庸再刊登新聞紙。書記官科長司法事務官書記官：熊掌山股別：健,[]
47,https://news.tvbs.com.tw/politics/1165023,前總統馬英九被指控洩密案無罪定讞！六年前特偵組調查司法關說案 ### 省略內文 ### 但他仍堅信自己清白。<BR>更新時間：2019/07/12 13:32,[]
48,https://udn.com/news/story/7333/4011860,大陸國家稅務總局昨（26）日宣布 ### 省略內文 ### 為納稅人提供網上辦理跨區域涉稅事項報告、報驗、反饋以及增值稅預繳申報服務。,[]
49,https://m.ctee.com.tw/livenews/ch/chinatimes/20190905002800-260405,台北市政府勞動局今公布違反勞基法企業名單 ### 省略內文 ### 裁罰共計82萬元。,[]
50,https://news.cnyes.com/news/id/4380521,台股台股新聞〈安碁將上櫃〉資安市場需求看俏有助營運預計Q4掛牌上櫃鉅亨網記者劉韋廷台北2019/09/10 18:33facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0安碁資訊董事長施宣輝(中)、總經理吳乙南(右)、財務長譚百良(左)。(鉅亨網記者劉韋廷攝)相關個股宏碁2353Tag安碁宏碁資安筆電大廠宏碁(2353-TW)旗下安碁資訊(6690-TW)預計第4季掛牌上櫃 ### 省略內文 ### 將成國內首家上櫃的資訊安全的廠商。,[]
51,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191112/s00001/1573516662153/%e3%80%90%e4%ba%a4%e9%80%9a%e6%b6%88%e6%81%af%e3%80%91%e6%9d%b1%e9%90%b5%e5%a4%a7%e5%9c%8d%e8%87%b3%e5%a4%a7%e5%9f%94%e5%a2%9f%e6%9c%8d%e5%8b%99%e6%9a%ab%e5%81%9c-%e6%9d%b1%e6%b6%8c%e7%ab%99%e9%97%9c%e9%96%89,(08:24) prevnext 【08:24】港鐵公布 ### 省略內文 ### 並以三聖為終點站。614及614P線將由市中心改經屯門、河田及屯門醫院往元朗/兆康站方向。所有輕鐵車輛將不經翠湖及友愛站。所有輕鐵路線將維持13至25分鐘一班。,[]
52,https://www.chinatimes.com/newspapers/20191001000256-260203,中美貿易談判登場前夕 ### 省略內文 ### 否則將面臨被摘牌命運。目前該議案仍待國會表決通過。,[]
53,https://m.ctee.com.tw/livenews/ch/chinatimes/20191005003433-260405,10月11日為「台灣女孩日」 ### 省略內文 ### 也盼更深化社會大眾的性別平等觀念。,[]
54,http://www.coolloud.org.tw/node/93180,★人事成本決算大幅減少45％ ### 省略內文 ### 以遂行違法對基層員工進行清洗、剝奪工作權的藉口。,[]
55,https://m.ctee.com.tw/livenews/aj/chinatimes/20190910001848-260410,日月光投控（3711）旗下日月光集團今（10）日於高雄廠舉行「第四屆自動化產學合作成果發表會」 ### 省略內文 ### 以集團產業優勢持續服務全球半導體市場。,[]
56,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191111/s00001/1573431220962/%e3%80%90%e4%ba%a4%e9%80%9a%e6%b6%88%e6%81%af%e3%80%91%e6%b8%af%e9%90%b5-%e5%9b%a0%e6%87%89%e7%aa%81%e7%99%bc%e6%83%85%e6%b3%81-%e6%b8%af%e5%b3%b6%e7%b7%9a%e5%88%97%e8%bb%8a%e4%b8%8d%e5%81%9c%e8%a5%bf%e7%81%a3%e6%b2%b3%e7%ab%99,(10:21) prevnext 【10:41】因應西灣河站有突發情況 ### 省略內文 ### 車上乘客需要轉乘下一班車繼續行程。,[]
57,https://news.cnyes.com/news/id/4372399,0台股台股盤勢【華冠投顧】貿易戰火髮夾彎、川普改口再考慮華冠投顧※來源：華冠投顧2019/08/27 15:48facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0大盤趨勢》<BR>周一下午川普改變口氣 ### 省略內文 ### 騏遠也會在LINE群生活圈中與好友分享。<BR>華冠投顧鍾騏遠分析師<BR>華冠證券投資顧問股份有限公司(104)證管投顧新字第009號本資料僅供參考投資時應審慎評估,[]
58,https://m.ctee.com.tw/livenews/gj/20190715003795-260408,英國央行（英銀）今天公布新版50英鎊新鈔 ### 省略內文 ### 恢復名譽。,[]
59,https://www.mirrormedia.mg/story/20191226edi018/,2019.12.26 22:29冷氣團發威被冷醒全台最低溫下探10度文｜吳妍攝影｜賴智揚全文朗讀00:00 / 00:00大陸冷氣團持續發威中 ### 省略內文 ### 中部以北及東北部地區全天都有短暫陣雨。更新時間｜2019.12.26 10:35,[]
60,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20191014/s00001/1571008959685/%e9%bb%83%e9%9b%a8%e8%ad%a6%e5%91%8a%e5%8f%96%e6%b6%88,(10:03) prevnext 【10:03】天文台取消黃色暴雨警告信號。 【07:22】上午7時天文台錄得氣溫24度 ### 省略內文 ### 明日風勢頗大。,[]
61,https://sina.com.hk/news/article/20190919/1/11/2/%E9%BE%90%E5%A4%A7%E8%91%A3%E4%BA%8B%E6%8F%9B%E8%A1%80%E6%B7%B1%E5%95%86%E6%8E%A7%E8%82%A1%E5%92%8C%E5%85%83%E7%B6%AD%E8%B3%87%E7%94%A2%E9%AB%98%E7%AE%A1%E5%85%A5%E9%A7%90-10637091.html,原標題：龐大董事換血 ### 省略內文 ### 增持計劃不設價格區間。新京報記者王琳琳圖片來源公告截圖編輯李文娣校對何燕,[]
62,https://udn.com/news/story/7238/4250717,台北市長柯文哲(柯P)的母親(柯媽)今天(26)日下午表示 ### 省略內文 ### 一起挺公益。記者陳怡慈/攝影,[]
63,https://m.ctee.com.tw/livenews/lm/ctee/a07672002019112421540244,2019年區議會選舉24日舉行 ### 省略內文 ### 投票人數亦創回歸以來新高。,[]
64,https://news.tvbs.com.tw/politics/1254204,國民黨今天再打民進黨網軍案 ### 省略內文 ### 懷念黨主席吳敦義。（中央社）<BR>更新時間：2019/12/26 14:13,[]
65,https://www.ettoday.net/amp/amp_news.php?news_id=1521289&from=rss,▲仁愛鄉建設課長盡忠職守 ### 省略內文 ### 公所也會全力協助家屬處理後事。,[]
66,https://news.ltn.com.tw/news/society/paper/1318151,苗栗縣一群外籍配偶向本報投訴 ### 省略內文 ### 才能認定是否涉及刑事刑責。,['朱小蓉']
67,https://news.cnyes.com/news/id/4366465,0台股台股盤勢【華冠投顧】5G族群稍有轉弱持續注意族群連動狀況華冠投顧※來源：華冠投顧2019/08/12 17:13facebook commentFONT SIZEICON PRINT78981DD6-B6FA-435C-B969-0D6ABD01805C0相關個股智邦2345台光電2383建準2421雙鴻3324泰碩3338健策3653正文4906聯茂6213超眾6230啟碁62852019.08.12盤後分析<BR>#大盤短評： 06/19低點10650收破短線轉弱 ### 省略內文 ### 短線盤勢都還有修正機會。<BR>作者:華冠投顧海豚交易室范振鴻分析師<BR>華冠證券投資顧問股份有限公司(104)證管投顧新字第009號本資料僅供參考投資時應審慎評估,[]
68,https://m.ctee.com.tw/livenews/ch/chinatimes/20190820003560-260405,動工又停工再推動復工！台中市神岡區浮圳路拓寬工程在前市長胡志強時代動工 ### 省略內文 ### 拓寬工程預計2022年完工。,[]
69,https://www.mirrormedia.mg/story/20191223web003/,2019.12.23 03:35中國景氣低迷馬雲：1天接5通借錢電話1週10個朋友賣樓文｜朱晉緯阿里巴巴創辦人馬雲在近日談到 ### 省略內文 ### 能夠為未來解決問題的企業才有希望。更新時間｜2019.12.23 03:59,[]
70,https://udn.com/news/story/6812/4126842,10月25日是世界麵食日 ### 省略內文 ### 尤其適合怕胖的人食用。,[]
71,https://www.chinatimes.com/newspapers/20190812000285-260206,IC通路商文曄（3036）上半年獲利達十億元 ### 省略內文 ### 毛利率落在3.1～3.3％。,[]
72,https://www.mirrormedia.mg/story/20191101soc005/,2019.11.01 08:26開贓車連撞20多輛汽機車肇事車主：不曉得為何這樣做文｜林慶祥一輛紅色自小客遭到白色廂型車撞壞 ### 省略內文 ### 全案訊後警方依竊盜及毀損罪嫌移送地檢署偵辦。更新時間｜2019.11.01 08:36,[]
73,https://www.chinatimes.com/realtimenews/20181226003294-260402,捲入馬勝金融集團（MaximTrader）吸金案 ### 省略內文 ### 其餘10人均為廖泰宇旗下的下線。,['廖泰宇']
74,https://www.chinatimes.com/realtimenews/20191007003300-260402,◎中火廢水含硼超標24倍最重罰2千萬台中市環保局首次發現台中火力發電廠（簡稱中火）廢水含「硼」超標！台中市環保局長吳志超7日公布該局9月19日隨機採樣中火廢水 ### 省略內文 ### 確保國人健康。 (中時電子報),[]
75,http://news.ltn.com.tw/news/society/paper/1318161,30歲「十五份幫」成員陳男昨晨與友人搭計程車回台北市文山區萬寧街住處 ### 省略內文 ### 另擴大追查開槍動機及背後有無人教唆。<BR>穿黑衣的梁男案發後轉搭計程車到中山分局民權一派出所投案。（記者姚岳宏翻攝）<BR>開槍後梁男火速騎車逃離現場。（記者姚岳宏翻攝）,[]
76,http://finance.technews.tw/2019/08/08/yield-curve/,3國央行同步降息 ### 省略內文 ### 時時更新科技新報粉絲團訂閱免費電子報,[]
77,https://news.mingpao.com/ins/%e5%85%a9%e5%b2%b8/article/20191101/s00004/1572574294104/%e9%a6%ac%e8%8b%b1%e4%b9%9d%e7%a8%b1%e6%8e%a5%e5%8f%97%e4%b9%9d%e4%ba%8c%e5%85%b1%e8%ad%98%e5%8a%a9%e6%81%a2%e5%be%a9%e5%85%a9%e5%b2%b8%e4%ba%92%e4%bf%a1,(10:25) prevnext台灣前總統馬英九到訪英國 ### 省略內文 ### 才展開統一對話。（中央社）其他報道︰四中提13堅持首務「堅持黨領導」 4天會議閉幕學者：重點一黨專政其他報道︰中美代表今通話特朗普：簽約地點快出爐其他報道︰5G內地啟用月費最低128 3電訊商套餐出爐京滬穗深先開通,[]
78,https://www.cw.com.tw/article/article.action?id=5096258,30年來第一次！台灣再發出新銀行執照 ### 省略內文 ### 可預期台灣將有更好、便利、體貼的金融服務。（責任編輯：洪家寧）,[]
79,https://m.ctee.com.tw/livenews/aj/chinatimes/20191211001331-260410,11月零售消費力道減弱 ### 省略內文 ### 而年菜第一波成長亦已年增20%。,[]
80,https://m.ctee.com.tw/livenews/kj/ctee/a90602002019073014081339,8吋晶圓代工廠世界先進30日召開法人說明會 ### 省略內文 ### 每股淨利1.74元。,[]
81,https://news.cnyes.com/news/id/4363655,0鉅亨新視界【馮冠華專欄】美股急挫 ### 省略內文 ### <BR>請見香港鉅亨證券：https://www.anuesec.com/zh-HK/<BR>,[]
82,https://www.ettoday.net/news/20191106/1573231.htm,▲10月25日安南區安中路一處民宅發生1死1重傷火警 ### 省略內文 ### 李員自稱怕火在消防車前亂晃。（圖／記者林悅翻攝）,[]
83,https://www.bnext.com.tw/article/55118/food-delivery-platform,勞動部認定UberEats、foodpanda和外送員屬僱傭關係 ### 省略內文 ### 並沒有人比較高尚！責任編輯：陳建鈞,[]
84,https://mops.twse.com.tw/mops/web/t05st02?step=1&off=1&firstin=1&TYPEK=rotc&i=230&h2300=%A5%FE%A6%74%A9%FD&h2301=6651&h2302=20190801&h2303=182523&h2304=%A4%BD%A7%69%A5%BB%A4%BD%A5%71%AD%AB%AD%6E%C0%E7%B9%42%A5%44%BA%DE%A4%CE%B5%6F%A8%A5%A4%48%B2%A7%B0%CA&h2305=8&pgname=t05st02,全宇昕公司當日重大訊息之詳細內容本資料由(興櫃公司)全宇昕公司提供<BR>序號8發言日期108/08/01發言時間18:25:23發言人陳姿瑜發言人職稱財務主管發言人電話(02)82273827主旨公告本公司重要營運主管及發言人異動符合條款第11款事實發生日108/08/011.人員變動別（請輸入發言人、代理發言人、重要營運主管、財務主管、會計主管、研發主管或內部稽核主管）:重要營運主管、發言人2.發生變動日期:108/08/013.舊任者姓名、級職及簡歷:重要營運主管:無發言人:陳姿瑜 ### 省略內文 ### 再依相關規定公告。,[]
85,https://m.ctee.com.tw/livenews/aj/chinatimes/20190731001287-260410,台灣人口結構正在快速高齡化 ### 省略內文 ### 無需被限制在居家環境當中。,[]
